Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature
Noa Kirel,◊ô◊î◊ú◊ï◊û◊ô◊ù - BLING BLING,60,0.706,0.732,7,-4.917,0,0.0379,0.118,0.0068,0.13,0.682,146.026,185548,4
Every Avenue,Tell Me I'm A Wreck,73,0.578,0.76,9,-2.307,1,0.0329,0.00188,4.76E-05,0.142,0.7,127.904,219973,4
Tate McRae,Heather - Spotify Singles,31,0.569,0.271,4,-10.969,1,0.0271,0.886,0.000342,0.103,0.352,91.888,190652,4
Conkarah,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,41,0.824,0.854,9,-5.312,1,0.177,0.016,0.0714,0.117,0.896,95.114,210329,4
The War and Treaty,Jubilee,67,0.55,0.123,8,-11.093,1,0.0313,0.86,1.19E-06,0.106,0.307,79.06,142853,4
Long Distance Calling,Lines (feat. Petter Carlsen),34,0.45,0.925,9,-4.599,0,0.054,4.22E-05,0.456,0.308,0.189,165.96,281760,4
Britney Spears,Seal It with a Kiss,15,0.644,0.734,2,-5.234,0,0.0554,0.175,0.000214,0.0484,0.56,124.988,3.438666667,4
Varetta Dillard,"Easy, Easy Baby",32,0.785,0.363,6,-8.018,1,0.0356,0.635,0.000107,0.0537,0.682,118.587,158640,4
Katzin,Getaway,73,0.889,0.607,3,-6.834,1,0.0671,0.093,0.545,0.113,0.851,135.001,128000,4
Marc Barreca,City Of Red Sand,76,0.163,0.198,1,-20.693,0,0.0359,0.899,0.00638,0.108,0.0867,82.968,403980,3
"Michael Brook, Nusrat Fateh Ali Khan",Longing,62,0.48,0.551,2,-11.776,1,0.0422,0.415,0.00106,0.0727,0.0954,91.973,5.593333333,4
Goody Grace,Scumbag - Acoustic,25,0.498,0.448,1,-9.079,1,0.035,0.465,0.912,0.241,0.676,85.991,209421,4
Battles,The Yabba,39,0.616,0.541,5,-10.449,1,0.0618,0.312,0.872,0.109,0.585,164.038,409120,4
In This Moment,Oh Lord,39,0.445,0.882,10,-4.979,1,0.109,0.0258,6.66E-06,0.0824,0.573,144.28,247960,4
BRIDEAR,The Moment,29,0.504,0.956,2,-2.148,1,0.129,0.000274,0.037,0.042,0.46,99.983,195222,4
Catholic Action,Black & White,41,0.49,0.784,7,-8.057,0,0.0531,0.0235,2.50E-06,0.189,0.58,132.549,210238,4
HEALTH,ISN‚ÄôT EVERYONE,37,0.459,0.698,1,-8.079,0,0.051,0.0294,1.32E-06,0.139,0.165,147.954,314719,4
Muddy Waters,Mean Old Frisco Blues,52,0.686,0.757,8,-7.337,0,0.0267,0.707,0.00633,0.653,0.896,107.712,225200,4
Deema,CAN I?,80,0.89,0.817,7,-6.495,1,0.143,0.144,0.000907,0.045,0.755,106.01,165748,4
–û–ë–†–ê–ó,–ù–µ –∏—Å–ø—ã—Ç—ã–≤–∞—é —á—É–≤—Å—Ç–≤,52,0.453,0.957,10,-6.006,0,0.0545,0.00025,2.33E-06,0.0935,0.507,163.715,204000,4
Funeral Mist,Agnus Dei,44,0.147,0.996,6,-7.823,0,0.4,0.000182,2.62E-05,0.444,0.0295,94.036,273027,4
The Paper Kites,Arms,32,0.41,0.141,10,-18.564,1,0.0337,0.931,0.0262,0.118,0.239,149.884,3.39266667,4
Cane Hill,Blood & Honey,54,0.462,0.973,7,-3.878,1,0.102,0.00333,5.55E-05,0.0563,0.111,109.548,197260,4
Muse,Dig Down,75,0.428,0.429,11,-6.06,1,0.049,0.0879,0.00569,0.168,0.182,127.173,228147,4
DJ Chose,H2O,8,0.789,0.691,7,-5.315,0,0.153,0.236,1.19E-06,0.353,0.512,158.059,151904,4
heffy,love & venom too (feat. paqrat),48,0.561,0.703,11,-4.884,0,0.0546,0.00602,0.903,0.211,0.329,150.047,104800,4
Sam Fender,Hypersonic Missiles,24,0.542,0.818,1,-3.261,1,0.0395,0.000639,0.00208,0.0876,0.432,131.018,240281,4
MS MR,Hurricane,27,0.564,0.68,1,-6.487,1,0.0357,0.231,0.644,0.247,0.262,89.938,226373,4
Mothica,Can You Feel My Heart (Mothica Version),30,0.538,0.802,2,-6.021,1,0.0649,0.0222,3.66E-06,0.433,0.149,140.026,141550,4
We Are PIGS,Moot,37,0.404,0.727,2,-4.942,0,0.0421,0.000651,0.0775,0.358,0.277,91.778,245664,4
Midnight Riot,This Is My Squad,35,0.661,0.973,4,-4.579,1,0.0449,0.00736,1.21E-06,0.189,0.815,101.991,175830,4
The Black Crowes,30 Days In The Hole,34,0.566,0.895,1,-4.056,1,0.0406,0.0563,4.24E-05,0.151,0.702,120.118,226720,4
BeatKing,Keep It Poppin (feat. Ludacris & Queendom Come),64,0.897,0.575,3,-4.954,1,0.367,0.0298,8.88E-05,0.0874,0.127,148.066,158189,4
Yellowcard,Ocean Avenue,67,0.486,0.904,7,-3.751,0,0.0638,3.43E-05,0.837,0.0947,0.786,173.734,198267,4
Saint Jude,Soul On Fire,72,0.46,0.858,3,-4.495,1,0.0392,0.000233,1.56E-05,0.0741,0.502,131.54,224773,4
moe.,Silver Sun,19,0.384,0.733,8,-8.267,0,0.0358,0.0956,0.00156,0.219,0.524,99.865,581167,4
Elton John,I Guess That's Why They Call It The Blues,51,0.673,0.663,5,-7.29,1,0.0269,0.217,0.319,0.177,0.671,120.634,285333,3
Cold War Kids,Hang Me Up To Dry,53,0.507,0.918,7,-2.815,0,0.0308,0.0179,0.0123,0.504,0.676,92.39,218787,4
Two Feet,Flatline,8,0.722,0.9,5,-3.605,0,0.0284,0.0066,0.805,0.142,0.841,106.993,174307,4
Andrew Baena,Wouldst Thou Like to Live Deliciously? - Live,42,0.211,0.92,2,-5.915,0,0.0416,5.42E-06,0.000283,0.455,0.102,105.161,152643,3
Rosie Carney,Awake Me,34,0.521,0.15,7,-11.852,1,0.0316,0.958,0.0092,0.083,0.0394,117.172,4.29305,4
Einav Jackson Cohen,◊†◊ô◊™◊ï◊ó ◊ú◊ë ◊§◊™◊ï◊ó,52,0.561,0.323,9,-10.812,1,0.0289,0.885,0.957,0.109,0.175,131.907,274547,4
Brigitte Bardot,Bonnie And Clyde,43,0.471,0.632,11,-11.844,0,0.0568,0.0896,0.126,0.261,0.582,97.239,253573,4
Niall Horan,This Town,27,0.679,0.407,5,-7.778,1,0.0302,0.699,0.0341,0.122,0.195,111.814,3.87666667,4
Mr. Big,To Be With You,41,0.688,0.375,9,-9.601,1,0.0535,0.286,0.00256,0.133,0.45,83.635,210480,4
Annie Taylor,Telephone,24,0.422,0.809,10,-6.389,0,0.0438,0.000118,0.83,0.149,0.728,174.92,168901,4
Bongzilla,Greenthumb,26,0.23,0.95,3,-6.288,1,0.0657,0.000173,9.67E-06,0.108,0.302,132.238,247013,4
Kris Kross,Jump,63,0.749,0.745,2,-10.625,1,0.164,0.000501,0.0219,0.333,0.481,101.972,195107,4
Mighty Joe Young,Rock Me Baby,43,0.588,0.711,5,-8.368,1,0.0404,0.118,0.706,0.039,0.907,106.389,238627,4
Abhinav Saxena,Dreams of a River,35,0.458,0.262,6,-11.879,1,0.0643,0.894,0.882,0.675,0.257,92.076,138000,4
Magnus Öström,Happy and the Fall,59,0.487,0.609,2,-14.573,0,0.0271,0.522,1.13E-05,0.12,0.529,91.677,5.592666667,4
Lukas Graham,Love Someone,44,0.538,0.409,8,-6.581,0,0.0505,0.172,8.73E-05,0.11,0.265,171.838,205440,4
Sixpence None The Richer,Kiss Me,55,0.526,0.749,1,-6.964,1,0.0283,0.023,0.212,0.0692,0.421,99.982,208680,4
Pop Evil,Footsteps,79,0.632,0.72,7,-8.4,0,0.0838,0.0143,0.0082,0.0696,0.749,91.965,262107,4
Coming to Get You Nowhere,This Is The Kit,11,0.687,0.519,2,-10.643,1,0.0403,0.897,6.98E-05,0.151,0.866,94.887,3.341333333,4
IRE,Smile and Watch It Burn,58,0.501,0.963,3,-4.228,0,0.105,0.000153,0.466,0.0852,0.203,114.992,261652,4
Big Daddy Wilson,Cross Creek Road,64,0.708,0.248,2,-9.894,1,0.0752,0.522,0.00708,0.146,0.612,132.53,181040,1
Dexter Gordon,Three O'Clock In The Morning - Rudy Van Gelder Edition,42,0.508,0.533,5,-6.863,1,0.0312,0.478,1.73E-06,0.0839,0.812,141.973,5.69445,4
Baba Zula,Tavus Havasi (Peacock Mood),67,0.658,0.801,1,-9.396,1,0.0638,0.00379,0.135,0.102,0.632,103.662,233588,4
Jake Bugg,Country Song,6,0.414,0.172,10,-13.849,1,0.0323,0.969,7.53E-05,0.115,0.386,89.176,109800,3
Sycco,Dribble - Tim Atlas Remix,53,0.655,0.769,10,-5.901,0,0.0901,0.0306,0.00923,0.133,0.83,94.045,194600,4
Normandie,Babylon,52,0.421,0.817,4,-4.951,0,0.162,0.00808,0.0194,0.755,0.522,194.992,245538,3
Miguel,Sure Thing,39,0.684,0.607,1,-8.127,0,0.1,0.0267,0.313,0.191,0.498,81.001,3.256216667,4
Rubber,Ruston Kelly,1,0.55,0.501,3,-8.527,1,0.0324,0.624,0.00123,0.0962,0.148,130.283,3.306216667,4
Widowspeak,Romeo and Juliet,42,0.363,0.467,3,-13.72,1,0.0388,0.175,0.000713,0.107,0.268,87.371,332857,4
Cvlt Ov the Svn,We Are the Dragon,31,0.437,0.885,4,-5.061,0,0.0445,3.47E-06,0.803,0.142,0.359,121.992,200165,4
Janis Joplin,Piece Of My Heart,4,0.482,0.883,8,-3.348,1,0.0754,0.0891,2.05E-05,0.266,0.594,80.687,253805,4
Coldplay,Adventure of a Lifetime,34,0.638,0.924,11,-3.887,1,0.036,0.00205,0.00187,0.149,0.53,111.995,263787,4
Rikard From,It's an Upright Thing,22,0.666,0.354,2,-15.617,1,0.0372,0.935,0.907,0.108,0.472,114.023,3.414583333,4
The Housemartins,Happy Hour,20,0.535,0.858,5,-11.109,1,0.0453,0.101,7.62E-05,0.141,0.926,95.792,142093,4
Pole,R√∂schen,42,0.784,0.352,1,-19.668,1,0.0512,0.0474,1.66E-05,0.111,0.152,105.019,199455,4
Lloyd,They Don't Care,29,0.591,0.64,9,-7.165,1,0.117,0.0684,0.93,0.408,0.259,112.216,183427,4
HYVMINE,Assassins,34,0.317,0.954,4,-4.615,1,0.315,2.60E-05,0.0446,0.0871,0.057,144.997,350690,3
Eviatar Banai,◊¢◊ì ◊î◊ê◊î◊ë◊î,13,0.551,0.55,11,-6.359,0,0.0276,0.587,0.00185,0.113,0.219,82.021,218640,4
Britney Spears,Coupure Électrique,16,0.771,0.463,6,-8.932,0,0.0425,0.689,0.000346,0.195,0.492,110.035,2.347333333,4
Brent Cowles,Lift Me Up (Leave Me Here),52,0.4,0.767,9,-3.444,1,0.0367,0.00252,0.000907,0.249,0.482,167.885,201587,4
Edwyn Collins,A Girl Like You,49,0.619,0.781,7,-7.455,0,0.0393,0.0243,0.0371,0.402,0.533,126.267,236583,4
A Perfect Circle,Judith,43,0.366,0.894,6,-4.682,0,0.0568,3.45E-05,2.11E-05,0.267,0.304,82.305,247267,3
Lee Brice,Rumor,48,0.655,0.56,9,-6.857,1,0.0486,0.749,0.000225,0.115,0.599,140.975,3.307333333,4
Blues Motel,Putreblues,72,0.538,0.563,5,-6.109,1,0.0263,0.501,0.00462,0.239,0.634,79.157,269787,4
beabadoobee,Worth It,35,0.576,0.751,7,-5.256,1,0.0269,0.0125,0.000582,0.0501,0.38,103.009,194173,4
Green Trio,The Summer Rain,23,0.467,0.186,1,-18.418,1,0.0386,0.963,0.247,0.11,0.228,88.52,3.024133333,3
Eddie Burns,Hastings Street Special,43,0.672,0.835,7,-7.774,1,0.037,0.732,6.69E-06,0.309,0.935,129.443,214093,4
The Dirty Nil,Elvis '77,31,0.431,0.872,7,-4.466,1,0.0511,0.000574,0.39,0.0859,0.578,116.083,141358,4
R23X,New Wares New Heirs New Game Plus - Remix,44,0.296,0.704,5,-8.911,0,0.0372,0.565,5.71E-06,0.254,0.473,110.129,226640,4
PANTHEPACK,DNA,44,0.64,0.892,7,-2.34,1,0.272,0.0289,3.07E-05,0.0522,0.714,166.078,170625,4
The Mysterines,Love's Not Enough,37,0.379,0.691,1,-4.344,1,0.0614,0.00114,0.894,0.105,0.264,142.941,228947,4
Buddy Guy,Whiskey For Sale,67,0.682,0.506,9,-8.007,0,0.0605,0.0557,0.00493,0.0452,0.494,90.988,242600,4
Matty,Videogames,68,0.431,0.451,9,-9.064,1,0.0299,0.858,0.00808,0.136,0.257,141.406,257329,4
Late Bloomer,Heaven,34,0.178,0.684,7,-6.301,1,0.0415,5.82E-05,0.761,0.172,0.283,201.324,201333,4
Moshe Peretz,◊™◊®◊ß◊ì◊ô,51,0.84,0.688,6,-6.201,0,0.0661,0.389,0.00163,0.146,0.672,100.017,232308,4
"Sachet Tandon, Parampara Tandon",Mere Sohneya,9,0.376,0.643,6,-5.713,1,0.0411,0.558,0.00686,0.217,0.646,136.228,3.2226,5
Hound Dog Taylor,She's Gone,56,0.698,0.572,6,-15.828,1,0.0502,0.0384,0.0411,0.276,0.811,130.157,231000,4
Eden Ben Zaken,◊õ◊ï◊ú◊ù ◊ë◊ê◊ô◊ú◊™,33,0.873,0.694,1,-5.421,0,0.0633,0.131,0.921,0.0941,0.786,129.962,199400,4
Kina Grannis,Can‚Äôt Help Falling in Love,26,0.266,0.0596,5,-18.515,1,0.0363,0.905,0.000804,0.132,0.143,181.74,3.36555,3
Dokken,Alone Again,55,0.298,0.612,2,-9.002,0,0.0379,0.0194,0.000499,0.0906,0.343,156.727,262200,4
The Luka State,Bury Me,39,0.35,0.846,7,-8.265,0,0.0657,1.57E-05,0.195,0.333,0.737,178.031,182758,4
Moses Sumney,Cut Me,66,0.509,0.304,11,-11.139,1,0.035,0.879,9.17E-06,0.102,0.355,165.832,250120,4
Metallica,Nothing Else Matters,45,0.553,0.362,10,-11.218,0,0.0263,0.0458,0.775,0.075,0.158,142.352,388267,3
Nap Eyes,Snake Oil,35,0.34,0.708,1,-4.494,1,0.0426,0.0058,0.124,0.0778,0.475,117.092,192582,4
Oasis,Live Forever,56,0.335,0.776,11,-5.32,0,0.0325,9.27E-06,2.22E-05,0.369,0.219,90.59,276867,4
The Verve Pipe,The Freshmen,40,0.571,0.505,4,-9.312,0,0.0238,0.0757,4.89E-06,0.109,0.276,99.562,269467,4
Valley of the Sun,Old Gods,76,0.534,0.634,2,-8.723,1,0.0333,0.00188,0.0395,0.138,0.0374,89.934,360800,4
Britney Spears,Till the World Ends,82,0.693,0.705,5,-5.747,1,0.0665,0.0228,6.37E-06,0.202,0.45,131.951,3.965783333,4
Ishmael Reed,St Louis Woman,47,0.581,0.466,7,-13.849,1,0.96,0.993,0.00668,0.699,0.537,83.007,460787,3
Status Quo,Pictures of Matchstick Men - Mono Version,54,0.241,0.604,10,-3.817,1,0.0313,0.0672,0.00411,0.0541,0.417,173.134,190600,4
Charlotte Sands,Special,26,0.721,0.711,7,-5.768,1,0.0718,0.00907,0.0286,0.0705,0.918,149.981,181615,4
Mt. Eddy,Metaphor,72,0.558,0.921,1,-4.409,1,0.0639,0.0234,3.36E-05,0.154,0.357,93.468,211087,4
Laurenne / Louhimo,Bitch Fire,42,0.373,0.996,2,-5.037,1,0.168,0.000119,6.04E-06,0.134,0.0744,200.137,234721,4
Sapir Saban,◊ê◊ú◊ô◊ô,49,0.429,0.535,1,-5.397,1,0.0464,0.2,8.46E-05,0.144,0.432,142.807,179583,3
—Ç–∏—à–µ –≤–æ–¥—ã,–≤—ã–∂–∂–µ–Ω–Ω—ã–µ –ø–æ–ª—è,66,0.538,0.308,6,-12.99,0,0.0369,0.956,0.958,0.11,0.15,111.97,233000,4
The Crazy World Of Arthur Brown,I Put a Spell on You,8,0.273,0.694,9,-11.296,0,0.0543,0.242,0.902,0.0657,0.58,173.137,225067,3
Al-Doms,RAT RACE,46,0.927,0.709,6,-4.302,0,0.249,0.011,0.0466,0.133,0.382,141.002,182124,4
Mance Lipscomb,Sugar Babe,54,0.541,0.188,6,-21.207,1,0.0691,0.979,0.000494,0.117,0.47,101.641,126693,4
Mascara,Reach,68,0.0692,0.756,9,-5.523,1,0.0659,1.45E-05,2.60E-05,0.612,0.156,77.469,312905,4
Courtney Barnett,History Eraser,48,0.288,0.893,4,-3.648,1,0.159,0.000791,0.000472,0.22,0.632,120.856,208320,4
Big Maybelle,That's A Pretty Good Love,69,0.496,0.653,6,-9.011,1,0.115,0.434,2.27E-05,0.3,0.923,174.58,155707,4
"Noé Huchard, Elie Martin-Charrière",You Should Feel It Now,24,0.539,0.164,5,-23.776,0,0.0302,0.873,0.339,0.12,0.438,81.323,4.306433333,4
Momy Levy,Chay Miyom Leyom,47,0.607,0.819,1,-3.22,0,0.167,0.152,0.642,0.195,0.734,177.021,293853,4
Anoushka Shankar,Indian Summer,62,0.463,0.448,1,-13.039,0,0.0302,0.891,0.756,0.13,0.381,150.023,4.901783333,3
2CELLOS,May it Be,59,0.17,0.274,10,-14.759,1,0.046,0.924,9.60E-05,0.113,0.0394,78.858,3.929783333,4
"Kumar Sanu, Kavita Krishnamurthy",Aankhon Ki Gustakhiyan,50,0.557,0.511,7,-9.297,0,0.0544,0.525,2.89E-06,0.137,0.543,178.11,5.052883333,3
Qrion,Monolith,44,0.731,0.644,9,-11.248,0,0.0416,0.0267,0.00103,0.0639,0.24,120,322058,4
Chris Young,Drinkin' Me Lonely,64,0.61,0.379,3,-7.849,1,0.0288,0.674,0.866,0.149,0.355,81.872,3.322666667,4
Metallica,Whiskey In The Jar,45,0.511,0.97,9,-3.72,1,0.0414,5.60E-06,0.0253,0.18,0.566,132.986,304693,4
Blind Willie McTell,Statesboro Blues,37,0.573,0.267,5,-9.051,1,0.0547,0.973,0.553,0.106,0.437,90.522,152853,4
Lata Mangeshkar,Mere Ghar Aai Ek Nanhi Pari,66,0.721,0.293,8,-14.084,1,0.0608,0.962,0.311,0.105,0.564,117.06,2.55755,3
Ensiferum,Andromeda,16,0.423,0.991,1,-3.935,1,0.0966,8.39E-05,0.00584,0.154,0.207,130.057,244093,4
Le Shiv,When The Kids Grow Up,59,0.404,0.514,9,-6.849,1,0.031,0.00137,0.00121,0.252,0.163,120.2,219998,4
Ravid Plotnik,◊©◊ï◊ï◊ê◊®◊û◊î,66,0.412,0.422,4,-10.245,0,0.0455,0.36,0.215,0.456,0.503,73.16,230480,4
Tiny Little Houses,Car Crash,34,0.392,0.849,1,-4.609,1,0.049,0.00404,0.053,0.0869,0.416,166.245,184226,4
Kabuki,"Any Way, Any Day",55,0.748,0.91,7,-4.821,1,0.241,0.246,0.333,0.492,0.75,94.932,220494,4
Sublime,Badfish,36,0.801,0.548,9,-5.482,0,0.0516,0.0854,7.38E-06,0.387,0.627,92.059,188086,4
Sueco,SOS (feat. Travis Barker),49,0.615,0.785,2,-4.88,1,0.0632,0.0186,0.0728,0.166,0.369,150.03,169600,4
AlienBlaze,Hate Me,61,0.708,0.307,10,-15.327,1,0.0669,0.783,1.65E-05,0.0894,0.192,107.953,166139,4
Opeth,To Bid You Farewell,62,0.387,0.314,5,-11.956,1,0.0298,0.45,0.433,0.15,0.193,75.148,654413,4
PaulWetz,People - Radio Edit,28,0.712,0.401,1,-13.881,0,0.0686,0.777,0.931,0.296,0.12,99.976,187197,4
Gus Dapperton,Medicine,22,0.602,0.395,2,-4.749,1,0.027,0.113,4.09E-05,0.243,0.209,129.942,240782,4
Quarashi,Stick 'Em Up,35,0.585,0.979,2,-4.252,1,0.0813,0.00074,4.87E-06,0.346,0.867,103.937,206147,4
Manna Dey,Tu Pyar Ka Sagar Hai,10,0.389,0.287,10,-11.699,0,0.0344,0.825,0.00307,0.0864,0.601,97.343,4.444,4
Megadeth,Take No Prisoners - Remastered 2004,17,0.308,0.97,7,-4.389,1,0.11,0.000164,0.00101,0.45,0.385,157.046,207067,4
Madison Cunningham,No Surprises,55,0.498,0.282,2,-7.385,1,0.0253,0.928,0.811,0.121,0.226,77.993,215200,4
Royal Blood,Typhoons,28,0.601,0.723,1,-4.364,0,0.0384,0.000347,0.0241,0.346,0.581,114.991,236933,4
Slomosa,Kevin,5,0.472,0.63,9,-9.556,0,0.0369,0.00131,0.00602,0.161,0.511,151.913,167389,4
All Them Witches,Fishbelly 86 Onions,23,0.202,0.839,7,-8,0,0.0845,0.0205,0.000623,0.0935,0.481,72.236,362227,4
Astoria Three,Lament,61,0.481,0.0373,7,-22.868,1,0.033,0.959,0.0337,0.0965,0.11,94.587,2.927383333,4
Caroline Spence,All the Beds I've Made (Acoustic),67,0.306,0.213,7,-7.79,1,0.0316,0.644,6.46E-05,0.103,0.291,89.545,3.56445,4
Green Day,Good Riddance (Time of Your Life),24,0.475,0.432,8,-7.844,1,0.0302,0.183,5.54E-05,0.161,0.648,94.605,153467,4
Fleetwood Mac,The Chain,48,0.545,0.67,8,-8.81,1,0.0496,0.009,0.015,0.0451,0.481,151.553,270213,4
Bodom After Midnight,Paint the Sky with Blood,39,0.414,0.987,3,-5.112,0,0.125,1.29E-05,0.000365,0.0543,0.125,96.052,266054,4
Garbage,Only Happy When It Rains,42,0.512,0.833,11,-4.555,1,0.0326,4.16E-05,2.76E-06,0.21,0.448,121.47,236533,4
Country Westerns,Undeletable,47,0.621,0.557,9,-11.106,1,0.0379,0.105,0.861,0.274,0.959,139.963,219587,4
The Strokes,Last Nite,45,0.624,0.91,2,-5.703,1,0.0297,0.0285,0.43,0.0789,0.767,104.042,193051,4
june,Ambulance - Acoustic,37,0.833,0.226,7,-8.073,1,0.0402,0.909,2.17E-06,0.0664,0.534,121.95,198304,4
"John Engels, Benjamin Herman, Joris Teepe",The Peacocks - Single Edit,43,0.476,0.121,9,-16.717,0,0.0439,0.721,0.964,0.135,0.347,101.613,3.161216667,4
SAULT,Wildfires,36,0.862,0.314,1,-8.269,0,0.0369,0.108,0.731,0.0878,0.502,114.472,206947,4
Tamar Aphek,Drive,64,0.373,0.931,1,-5.035,1,0.0502,0.516,0.125,0.319,0.36,123.344,301813,4
Gerry Mulligan,Everything Happens To Me,1,0.63,0.0665,9,-17.453,1,0.0725,0.958,0.000724,0.222,0.27,64.162,5.38955,4
Fred again..,Julia (Deep Diving),43,0.657,0.696,7,-8.889,1,0.119,0.157,0.144,0.323,0.238,127.999,274500,4
Three Days Grace,I Am Machine,22,0.402,0.97,9,-4.538,0,0.0668,1.29E-05,5.18E-05,0.189,0.476,75.106,200147,4
Phoebe Green,Reinvent,51,0.573,0.734,2,-5.576,1,0.0416,0.000796,0.00048,0.102,0.13,101.023,243382,4
Mac DeMarco,Still Beating,47,0.709,0.496,10,-10.528,0,0.0417,0.581,0.0298,0.151,0.469,78.477,181587,4
The Jon Spencer Blues Explosion,Sweat,38,0.424,0.862,10,-4.043,1,0.0998,0.265,0.282,0.0776,0.675,97.156,186093,3
Glory Strums (Loneliness of the Long-Distance Runner),Hiss Golden Messenger,75,0.488,0.329,11,-16.165,1,0.054,0.682,0.811,0.0983,0.558,203.739,3.469033333,4
"Pritam, Arijit Singh",Ae Dil Hai Mushkil Title Track,52,0.495,0.654,11,-6.639,0,0.0679,0.713,0.0132,0.165,0.35,123.896,4.483866667,4
Emotional Oranges,Bonafide (feat. Chiiild),33,0.724,0.439,2,-10.35,0,0.0718,0.516,0.000571,0.0478,0.569,98.009,177409,4
ceo@business.net,buttercup 2,40,0.798,0.519,6,-7.38,0,0.0622,0.375,0.000327,0.131,0.521,116.046,136500,4
Jaypitts,Blk Rose,46,0.817,0.572,2,-6.11,1,0.3,0.12,0.196,0.119,0.739,147.924,185007,4
Angus & Julia Stone,Big Jet Plane,46,0.762,0.387,9,-8.643,0,0.0277,0.239,0.011,0.13,0.273,109.959,239147,4
Sofía Valdés,The Sweet Escape,36,0.656,0.595,8,-5.642,0,0.0376,0.66,0.00312,0.382,0.631,105.434,2.76693333,4
The Brian Jonestown Massacre,Evergreen,28,0.339,0.706,7,-9.141,0,0.0342,3.31E-05,0.858,0.35,0.107,98.441,204800,4
T-Pain,I Like Dat,65,0.565,0.491,5,-6.902,1,0.221,0.0049,0.451,0.137,0.337,175.694,242085,4
Runtown,If E Happen For Lagos,50,0.731,0.792,5,-4.936,0,0.126,0.47,1.21E-05,0.0844,0.741,92.047,211302,4
Shamshad Begum,Kahin Pe Nigahen Kahin Pe Nishana,36,0.629,0.303,2,-11.812,1,0.095,0.562,4.54E-05,0.211,0.871,106.402,4.524216667,4
Metallica,The Unforgiven III,49,0.297,0.692,2,-5.625,0,0.0344,0.00196,0.874,0.115,0.103,121.52,466587,4
Twenty One Pilots,Saturday,39,0.687,0.89,9,-5.99,1,0.0344,0.00396,5.09E-05,0.0436,0.854,113.06,172232,4
N√ºrnberg,Mora,53,0.543,0.667,6,-6.977,0,0.0281,0.00347,0.0259,0.591,0.344,129.976,195659,4
Rolling Blackouts Coastal Fever,French Press,72,0.398,0.915,1,-5.573,1,0.0539,0.0412,0.0223,0.345,0.721,81.116,326807,4
screwyounick,im the worst,36,0.516,0.878,5,-6.011,1,0.0909,0.00376,5.92E-05,0.116,0.601,118.029,138404,4
Trina,Pull Over,66,0.955,0.768,9,-5.54,0,0.181,0.0134,0.852,0.308,0.741,125.04,194293,4
Cautious Clay,Wildfire,63,0.564,0.352,4,-10.788,1,0.0321,0.673,0.813,0.449,0.415,85.013,151913,4
Dead Prez,Hip Hop,36,0.725,0.737,9,-7.453,1,0.324,0.000633,1.20E-06,0.109,0.219,77.162,214067,4
"Claude Debussy, Linos Piano Trio","Prélude à l'après-midi d'un Faune, L. 86 (Arr. for piano Trio)",48,0.0986,0.0265,1,-27.339,1,0.0469,0.979,1.50E-05,0.104,0.0337,77.179,10.48283333,3
Sagol 59,◊¢◊†◊ë◊ú ◊ê◊ï◊®,49,0.865,0.681,1,-6.773,0,0.3,0.3,0.0167,0.158,0.701,89.993,234639,4
Jonathan Terrell,Highway,65,0.597,0.583,5,-7.358,1,0.0256,0.0297,0.891,0.151,0.588,126.946,261268,4
Bobby Sessions,Gold Rolex (feat. Benny The Butcher & Freddie Gibbs),49,0.702,0.412,7,-11.929,0,0.257,0.209,0.00154,0.132,0.671,85.201,218072,4
Sarit Hadad,◊ë◊™ ◊©◊ú ◊û◊ú◊ö,34,0.696,0.986,9,-3.106,0,0.043,0.0103,0.835,0.291,0.682,136.031,217387,4
"Alka Yagnik, Udit Narayan",Ae Mere Humsafar,57,0.436,0.499,6,-12.909,0,0.0356,0.499,0.0058,0.308,0.551,103.104,5.930666667,4
Flashy B,Expand,50,0.834,0.469,9,-13.752,1,0.175,0.0994,0.0325,0.228,0.583,100.021,124800,4
Westlife,What About Now,48,0.336,0.799,5,-3.633,0,0.0387,0.00946,0.178,0.222,0.37,161.898,4.174883333,4
Bulb,Godma,43,0.401,0.703,7,-9.423,1,0.0578,1.57E-05,4.96E-06,0.299,0.0579,200.07,242782,4
Toosii,back together,42,0.479,0.352,6,-11.12,1,0.458,0.373,0.00171,0.125,0.199,170.857,192091,4
Diddy,Bad Boy for Life,56,0.669,0.829,11,-3.801,1,0.49,0.179,0.0519,0.241,0.61,118.934,253067,4
Rona Kenan,4AM,42,0.631,0.589,2,-9.099,1,0.0334,0.0414,0.434,0.107,0.77,98.061,190264,4
Nia Archives,Headz Gone West,53,0.609,0.868,11,-4.975,1,0.101,0.205,0.456,0.106,0.705,175.11,142629,4
Rapsody,Laila‚Äôs Wisdom,34,0.417,0.737,10,-7.188,1,0.336,0.23,0.133,0.467,0.355,165.183,194720,4
VANT,In the Dark Times,33,0.532,0.797,9,-4.412,0,0.0257,0.000584,0.000222,0.175,0.542,91.989,196957,4
√ìlafur Arnalds,Woven Song,83,0.297,0.126,7,-23.791,0,0.0408,0.992,0.00068,0.134,0.17,153.564,190284,1
